id,student_id,lesson_id,registered,registration_time,registration_type,mark,mark_time
129,132,3,1,15:04:37.126,AUTOMATIC,,
130,133,3,1,15:05:19.315,AUTOMATIC,,
131,134,3,1,15:04:00.780,AUTOMATIC,,
132,135,3,1,15:08:12.649,AUTOMATIC,,
133,136,3,1,15:09:16.641,AUTOMATIC,,
134,137,3,1,22:23:49.741,MANUAL,,
135,138,3,1,15:07:46.096,AUTOMATIC,,
136,139,3,0,,,,
137,140,3,1,15:05:13.195,AUTOMATIC,,
138,141,3,1,15:09:10.555,AUTOMATIC,,
139,143,3,1,14:59:05.973,AUTOMATIC,,
140,144,3,1,15:08:42.341,AUTOMATIC,,
141,145,3,1,15:04:17.232,AUTOMATIC,,
142,146,3,1,15:08:31.109,AUTOMATIC,,
143,147,3,1,14:56:57.344,AUTOMATIC,,
144,148,3,1,14:59:51.013,AUTOMATIC,,
145,149,3,1,15:08:50.121,AUTOMATIC,,
146,150,3,1,22:20:57.648,MANUAL,,
147,151,3,1,14:57:00.628,AUTOMATIC,,
148,152,3,1,22:19:55.317,MANUAL,,
149,153,3,1,14:56:31.873,AUTOMATIC,,
150,154,3,1,22:20:17.608,MANUAL,,
151,155,3,1,14:57:07.166,AUTOMATIC,,
152,156,3,1,22:19:17.451,MANUAL,,
153,157,3,1,22:19:07.186,MANUAL,,
154,158,3,1,14:59:02.612,AUTOMATIC,,
155,159,3,1,22:20:31.878,MANUAL,,
156,1,4,1,19:33:46.194,MANUAL,,
157,2,4,1,16:25:45.332,AUTOMATIC,,
158,4,4,1,16:25:00.716,AUTOMATIC,,
159,5,4,1,19:49:00.111,MANUAL,,
160,6,4,1,19:49:23.214,MANUAL,,
161,7,4,1,16:24:46.722,AUTOMATIC,,
162,8,4,1,16:29:33.639,AUTOMATIC,,
163,9,4,1,19:49:35.556,MANUAL,,
164,10,4,1,16:28:19.461,AUTOMATIC,,
165,11,4,0,,,,
166,12,4,1,16:29:30.597,AUTOMATIC,,
167,13,4,1,16:29:54.855,AUTOMATIC,,
168,14,4,1,19:49:54.117,MANUAL,,
169,15,4,1,16:27:16.467,AUTOMATIC,,
170,16,4,0,,,,
171,17,4,1,16:29:16.214,AUTOMATIC,,
172,18,4,1,16:24:39.156,AUTOMATIC,,
173,19,4,0,,,,
174,20,4,1,16:25:03.274,AUTOMATIC,,
175,21,4,1,16:27:00.695,AUTOMATIC,,
176,22,4,1,16:24:59.171,AUTOMATIC,,
177,23,4,1,16:25:19.280,AUTOMATIC,,
178,24,4,1,16:27:46.810,MANUAL,,
179,25,4,0,,,,
180,26,4,0,,,,
181,27,4,0,,,,
182,28,4,0,,,,
183,29,4,1,16:27:27.543,AUTOMATIC,,
184,30,4,1,16:30:22.389,AUTOMATIC,,
186,32,4,0,,,,
187,33,4,1,16:27:23.081,AUTOMATIC,,
188,34,4,1,16:26:40.915,AUTOMATIC,,
189,35,4,1,16:26:44.830,AUTOMATIC,,
190,36,4,1,16:25:15.317,AUTOMATIC,,
191,37,4,1,16:30:18.973,AUTOMATIC,,
192,38,4,1,16:24:43.930,AUTOMATIC,,
193,39,4,1,16:26:07.562,AUTOMATIC,,
194,40,4,1,16:26:37.529,AUTOMATIC,,
195,41,4,0,,,,
196,42,4,1,16:30:27.771,AUTOMATIC,,
197,45,4,1,16:30:11.064,AUTOMATIC,,
198,46,4,1,16:26:13.583,AUTOMATIC,,
199,47,4,1,16:25:58.966,AUTOMATIC,,
200,48,4,1,16:26:03.818,AUTOMATIC,,
201,49,4,1,01:39:40.782,MANUAL,,
202,50,4,1,16:27:03.753,AUTOMATIC,,
203,51,4,1,16:26:53.785,AUTOMATIC,,
204,52,4,1,01:39:54.197,MANUAL,,
205,53,4,1,01:39:28.012,MANUAL,,
206,54,4,1,16:27:25,AUTOMATIC,,
207,55,4,1,16:27:07.747,AUTOMATIC,,
208,56,4,1,16:29:04.171,AUTOMATIC,,
209,57,4,1,16:24:55.583,AUTOMATIC,,
210,58,4,0,,,,
211,59,4,1,16:27:10.773,AUTOMATIC,,
212,60,4,1,16:24:50.31,AUTOMATIC,,
213,61,4,1,16:25:20.730,AUTOMATIC,,
214,62,4,1,16:28:47.775,AUTOMATIC,,
215,63,4,1,16:27:59.992,AUTOMATIC,,
216,64,4,1,16:29:14.903,AUTOMATIC,,
217,65,4,1,16:25:43.460,AUTOMATIC,,
218,66,4,1,16:25:49.606,AUTOMATIC,,
219,67,4,1,16:28:26.684,AUTOMATIC,,
220,68,4,1,16:27:19.587,AUTOMATIC,,
221,69,4,1,19:56:17.902,MANUAL,,
222,70,4,1,16:25:05.801,AUTOMATIC,,
223,71,4,1,19:57:43.758,MANUAL,,
224,72,4,1,16:25:16.971,AUTOMATIC,,
225,73,4,1,19:56:57.334,MANUAL,,
226,74,4,1,16:28:24.047,AUTOMATIC,,
227,75,4,1,16:24:48.766,AUTOMATIC,,
228,76,4,1,19:57:19.160,MANUAL,,
229,77,4,1,16:29:09.178,AUTOMATIC,,
230,78,4,1,16:24:53.555,AUTOMATIC,,
231,79,4,1,16:26:01.228,AUTOMATIC,,
232,80,4,0,,,,
233,81,4,1,19:56:26.079,MANUAL,,
234,82,4,1,16:25:53.568,AUTOMATIC,,
235,83,4,1,16:26:24.129,AUTOMATIC,,
236,84,4,0,,,,
237,85,4,1,16:28:14.672,AUTOMATIC,,
238,86,4,0,,,,
239,87,4,1,11:29:33.876,MANUAL,,
240,88,4,0,,,,
241,89,4,0,,,,
242,90,4,1,12:30:16.558,MANUAL,,
243,91,4,0,,,,
244,92,4,1,16:30:01.002,AUTOMATIC,,
245,93,4,0,,,,
246,94,4,1,16:28:30.319,AUTOMATIC,,
247,95,4,1,12:09:38.311,MANUAL,,
248,96,4,1,16:25:47.328,AUTOMATIC,,
249,97,4,0,,,,
250,98,4,0,,,,
251,99,4,1,16:25:22.821,AUTOMATIC,,
252,100,4,0,,,,
253,101,4,0,,,,
254,102,4,1,22:56:13.687,MANUAL,,
255,103,4,1,16:29:01.831,AUTOMATIC,,
256,104,4,1,16:29:27.352,AUTOMATIC,,
257,105,4,1,16:27:55.468,AUTOMATIC,,
258,106,4,1,19:51:44.533,MANUAL,,
259,107,4,1,16:25:51.946,AUTOMATIC,,
260,108,4,1,16:25:35.176,AUTOMATIC,,
261,109,4,1,16:28:57.166,AUTOMATIC,,
262,110,4,1,16:29:25.355,AUTOMATIC,,
263,111,4,1,19:51:28.887,MANUAL,,
264,112,4,1,16:27:36.093,AUTOMATIC,,
265,113,4,1,16:33:14.551,AUTOMATIC,,
266,114,4,1,16:25:31.666,AUTOMATIC,,
267,115,4,1,16:25:39.341,AUTOMATIC,,
268,116,4,1,16:25:55.940,AUTOMATIC,,
269,117,4,1,16:28:05.733,AUTOMATIC,,
270,118,4,1,19:51:59.161,MANUAL,,
271,119,4,1,16:25:28.952,AUTOMATIC,,
272,120,4,1,16:30:05.853,AUTOMATIC,,
273,121,4,0,,,,
274,122,4,1,16:25:08.906,AUTOMATIC,,
275,123,4,0,,,,
276,124,4,0,,,,
277,125,4,1,19:53:16.951,MANUAL,,
278,126,4,0,,,,
279,127,4,1,16:26:48.013,AUTOMATIC,,
280,128,4,1,16:28:53.781,AUTOMATIC,,
281,129,4,1,19:52:49.685,MANUAL,,
282,130,4,1,16:25:12.416,AUTOMATIC,,
283,131,4,1,16:29:19.318,AUTOMATIC,,
284,132,4,1,16:26:50.789,AUTOMATIC,,
285,133,4,1,16:26:33.832,AUTOMATIC,,
286,134,4,1,16:28:43.906,AUTOMATIC,,
287,135,4,1,16:27:30.850,AUTOMATIC,,
288,136,4,1,16:30:48.722,AUTOMATIC,,
289,137,4,1,19:52:33.257,MANUAL,,
290,138,4,1,16:28:36.793,AUTOMATIC,,
291,139,4,0,,,,
292,140,4,1,16:26:57.357,AUTOMATIC,,
293,141,4,1,16:30:32.748,AUTOMATIC,,
294,143,4,1,16:25:41.525,AUTOMATIC,,
295,144,4,1,16:26:16.064,AUTOMATIC,,
296,145,4,1,16:26:39.495,AUTOMATIC,,
297,146,4,1,16:26:08.919,AUTOMATIC,,
298,147,4,1,16:26:27.935,AUTOMATIC,,
299,148,4,1,16:26:11.212,AUTOMATIC,,
300,149,4,1,16:26:05.331,AUTOMATIC,,
301,150,4,1,19:55:18.743,MANUAL,,
302,151,4,1,16:26:28.606,AUTOMATIC,,
303,152,4,1,19:54:47.780,MANUAL,,
304,153,4,1,16:26:32.600,AUTOMATIC,,
305,154,4,1,19:55:07.952,MANUAL,,
306,155,4,1,16:26:36.001,AUTOMATIC,,
307,156,4,1,19:54:19.780,MANUAL,,
308,157,4,1,19:54:02.978,MANUAL,,
309,158,4,1,16:25:25.660,AUTOMATIC,,
310,159,4,1,19:55:39.965,MANUAL,,
311,42,7,1,11:25:05.621,AUTOMATIC,,
312,25,7,0,,,,
313,26,7,1,00:31:53.9,MANUAL,,
314,32,7,1,00:32:02.652,MANUAL,,
315,24,7,1,00:34:05.658,MANUAL,,
316,27,7,1,11:26:28.036,AUTOMATIC,,
317,35,7,1,00:35:22.582,MANUAL,,
318,38,7,1,11:25:09.942,AUTOMATIC,,
319,36,7,1,11:26:09.051,AUTOMATIC,,
320,37,7,1,10:37:46.601,AUTOMATIC,,
321,41,7,1,11:25:31.158,AUTOMATIC,,
322,29,7,1,00:31:58.674,MANUAL,,
323,33,7,1,11:25:35.417,AUTOMATIC,,
324,39,7,1,11:25:12.048,AUTOMATIC,,
326,34,7,1,11:25:28.272,AUTOMATIC,,
327,40,7,1,00:28:52.16,MANUAL,,
328,28,7,1,11:25:25.183,AUTOMATIC,,
329,30,7,1,11:26:56.256,MANUAL,,
330,23,7,1,00:28:36.716,MANUAL,,
331,61,8,1,11:41:18.985,AUTOMATIC,,
332,75,8,1,11:46:37.366,AUTOMATIC,,
333,74,8,1,11:42:08.889,AUTOMATIC,,
334,66,8,1,11:41:39.467,AUTOMATIC,,
335,68,8,1,11:41:46.815,AUTOMATIC,,
336,72,8,1,11:41:40.747,AUTOMATIC,,
337,73,8,1,11:42:44.145,MANUAL,,
338,79,8,1,11:41:43.289,AUTOMATIC,,
339,69,8,1,11:42:01.027,AUTOMATIC,,
340,80,8,1,13:00:34.325,MANUAL,,
341,60,8,1,11:41:37.19,AUTOMATIC,,
342,77,8,1,11:42:21.135,AUTOMATIC,,
343,70,8,1,11:42:17.500,AUTOMATIC,,
344,67,8,1,11:42:13.335,AUTOMATIC,,
345,78,8,1,11:40:41.919,AUTOMATIC,,
346,64,8,1,11:40:19.424,AUTOMATIC,,
347,76,8,0,,,,
348,81,8,1,11:41:48.828,AUTOMATIC,р/р,
349,71,8,1,11:41:51.402,AUTOMATIC,,
350,65,8,1,11:42:26.689,AUTOMATIC,,
351,62,8,1,11:42:50.214,MANUAL,,
352,63,8,1,11:41:41.979,AUTOMATIC,,
353,111,10,1,10:04:37.541,AUTOMATIC,,
354,112,10,1,10:04:52.876,AUTOMATIC,,
355,103,10,1,10:08:52.383,AUTOMATIC,,
356,110,10,1,10:06:50.485,AUTOMATIC,,
357,119,10,1,10:06:00.799,AUTOMATIC,,
358,107,10,1,10:01:25.626,AUTOMATIC,,
359,114,10,1,10:00:47.756,AUTOMATIC,,
360,115,10,0,,,,
361,117,10,1,10:05:03.437,AUTOMATIC,,
362,105,10,1,10:04:32.206,AUTOMATIC,,
363,116,10,1,10:06:32.857,AUTOMATIC,,
364,108,10,1,10:01:15.906,AUTOMATIC,,
365,104,10,1,10:04:40.693,AUTOMATIC,,
366,109,10,1,10:04:48.929,AUTOMATIC,,
367,118,10,1,10:06:02.842,AUTOMATIC,,
368,121,10,1,10:06:44.104,AUTOMATIC,,
369,106,10,0,,,,
370,113,10,1,10:04:58.742,AUTOMATIC,,
371,120,10,1,10:04:51.878,AUTOMATIC,,
372,102,10,1,10:04:55.778,AUTOMATIC,,
373,47,11,1,11:47:11.38,AUTOMATIC,,
374,50,11,1,11:39:50.431,AUTOMATIC,,
375,51,11,1,11:40:04.752,AUTOMATIC,,
376,53,11,1,11:40:02.24,AUTOMATIC,,
377,54,11,1,11:46:29.088,AUTOMATIC,,
378,57,11,1,11:39:42.381,AUTOMATIC,,
379,48,11,1,11:46:42.145,AUTOMATIC,,
380,52,11,1,11:39:59.619,AUTOMATIC,,
381,46,11,1,11:40:11.99,AUTOMATIC,,
382,59,11,1,11:46:13.925,AUTOMATIC,,
383,55,11,1,11:40:06.92,AUTOMATIC,,
384,49,11,0,,,,
385,56,11,1,11:39:57.513,AUTOMATIC,,
386,45,11,1,11:39:53.988,AUTOMATIC,,
387,58,11,1,11:39:46.235,AUTOMATIC,,
388,61,12,1,13:28:09.22,AUTOMATIC,,
389,72,12,1,13:28:37.441,AUTOMATIC,,
390,69,12,1,13:31:30.364,AUTOMATIC,,
391,48,12,1,13:27:11.204,AUTOMATIC,,
392,17,12,1,13:26:43.794,AUTOMATIC,,
394,52,12,1,13:27:20.829,AUTOMATIC,,
395,81,12,1,13:26:33.795,AUTOMATIC,,
396,121,12,1,13:28:24.945,AUTOMATIC,,
397,55,12,1,13:28:18.253,AUTOMATIC,,
398,93,12,0,,,,
399,7,12,1,13:26:50.284,AUTOMATIC,,
400,113,12,1,13:26:49.301,AUTOMATIC,,
401,134,12,1,13:28:14.446,AUTOMATIC,,
402,144,12,1,13:28:22.527,AUTOMATIC,,
403,23,12,1,13:27:41.733,AUTOMATIC,,
404,157,12,1,13:32:07.079,AUTOMATIC,,
405,42,12,1,13:28:06.334,AUTOMATIC,,
406,25,12,1,13:27:46.865,AUTOMATIC,,
407,135,12,1,13:26:41.454,AUTOMATIC,,
408,27,12,1,13:28:02.184,AUTOMATIC,,
409,20,12,1,13:26:59.722,AUTOMATIC,,
410,96,12,0,,,,
411,103,12,1,13:27:27.849,AUTOMATIC,,
412,21,12,1,13:28:44.882,AUTOMATIC,,
413,60,12,1,13:33:00.715,AUTOMATIC,,
414,77,12,1,13:28:39.094,AUTOMATIC,,
415,41,12,1,13:28:46.317,AUTOMATIC,,
416,29,12,1,13:28:03.651,AUTOMATIC,,
417,115,12,0,,,,
418,46,12,1,13:27:13.122,AUTOMATIC,,
419,122,12,1,13:28:27.722,AUTOMATIC,,
420,15,12,1,13:28:42.589,AUTOMATIC,,
421,118,12,1,13:26:59.067,AUTOMATIC,,
422,71,12,1,13:26:37.804,AUTOMATIC,,
423,88,12,1,13:27:58.425,AUTOMATIC,,
424,143,12,1,13:27:12.186,AUTOMATIC,,
425,56,12,1,13:26:39.52,AUTOMATIC,,
426,153,12,1,13:28:32.885,AUTOMATIC,,
427,124,12,1,13:29:20.763,AUTOMATIC,,
428,127,12,1,13:27:14.526,AUTOMATIC,,
429,97,12,1,13:29:11.216,AUTOMATIC,,
430,99,12,1,13:29:36.223,AUTOMATIC,,
431,53,12,1,13:28:20.749,AUTOMATIC,,
432,74,12,1,13:26:38.662,AUTOMATIC,,
433,90,12,1,13:27:47.692,AUTOMATIC,,
434,112,12,1,13:28:00.406,AUTOMATIC,,
435,38,12,1,13:28:44.039,AUTOMATIC,,
436,133,12,1,13:28:35.428,AUTOMATIC,,
437,101,12,1,13:27:45.804,AUTOMATIC,,
438,147,12,1,13:33:44.547,AUTOMATIC,,
439,39,12,1,13:28:07.894,AUTOMATIC,,
440,78,12,1,13:29:26.676,AUTOMATIC,,
441,105,12,1,13:29:32.198,AUTOMATIC,,
442,11,12,1,13:27:36.944,AUTOMATIC,,
443,123,12,1,13:45:47.179,AUTOMATIC,,
444,5,12,1,13:27:17.771,AUTOMATIC,,
445,151,12,1,13:33:25.717,AUTOMATIC,,
446,126,12,0,,,,
447,32,12,1,13:27:51.483,AUTOMATIC,,
448,10,12,1,13:26:52.343,AUTOMATIC,,
449,37,12,1,13:28:29.438,AUTOMATIC,,
450,119,12,1,13:54:43.044,AUTOMATIC,,
451,67,12,1,13:27:18.629,AUTOMATIC,,
452,128,12,1,13:28:16.256,AUTOMATIC,,
453,137,12,1,13:27:19.893,AUTOMATIC,,
454,84,12,1,13:29:04.68,AUTOMATIC,,
455,131,12,1,13:27:21.796,AUTOMATIC,,
456,138,12,1,13:30:46.419,AUTOMATIC,,
457,145,12,1,13:28:31.965,AUTOMATIC,,
458,59,12,1,13:27:24.807,AUTOMATIC,,
459,92,12,0,,,,
460,106,12,0,,,,
461,158,12,1,13:27:15.634,AUTOMATIC,,
462,30,12,1,13:28:26.396,AUTOMATIC,,
463,4,12,1,13:27:07.6,AUTOMATIC,,
464,45,12,1,13:28:40.093,AUTOMATIC,,
465,62,12,1,13:29:34.335,AUTOMATIC,,
466,6,12,1,13:26:47.757,AUTOMATIC,,
467,47,12,1,13:28:40.935,AUTOMATIC,,
468,51,12,1,13:28:15.413,AUTOMATIC,,
469,26,12,1,13:28:48.844,AUTOMATIC,,
470,24,12,1,13:29:19.765,AUTOMATIC,,
471,66,12,1,13:27:39.752,AUTOMATIC,,
472,57,12,1,13:28:05.445,AUTOMATIC,,
473,2,12,1,13:26:56.228,AUTOMATIC,,
474,70,12,1,13:26:36.65,AUTOMATIC,,
475,82,12,1,13:29:23.29,AUTOMATIC,,
476,107,12,1,13:26:45.276,AUTOMATIC,,
477,150,12,1,12:50:33.662,MANUAL,,
478,108,12,1,13:27:56.412,AUTOMATIC,,
479,64,12,1,13:27:38.332,AUTOMATIC,,
480,49,12,1,01:13:28.809,MANUAL,,
481,28,12,1,13:27:53.511,AUTOMATIC,,
482,120,12,1,13:27:08.723,AUTOMATIC,,
483,63,12,1,13:31:21.332,AUTOMATIC,,
484,155,12,1,13:28:30.483,AUTOMATIC,,
485,75,12,1,13:29:48.734,AUTOMATIC,,
486,152,12,1,12:50:19.529,MANUAL,,
487,86,12,1,13:29:54.023,AUTOMATIC,,
488,148,12,0,,,,
489,110,12,1,13:26:57.132,AUTOMATIC,,
490,36,12,1,13:27:49.361,AUTOMATIC,,
491,22,12,1,13:26:55.011,AUTOMATIC,,
492,9,12,1,13:28:47.471,AUTOMATIC,,
493,18,12,1,13:27:33.48,AUTOMATIC,,
494,117,12,0,,,,
495,116,12,1,13:26:42.593,AUTOMATIC,,
496,159,12,1,12:49:35.849,MANUAL,,
497,100,12,0,,,,
498,89,12,1,13:37:43.91,AUTOMATIC,,
499,76,12,1,13:31:38.913,AUTOMATIC,,
500,109,12,1,13:27:25.977,AUTOMATIC,,
501,140,12,1,13:27:16.539,AUTOMATIC,,
502,125,12,1,13:26:46.337,AUTOMATIC,,
503,85,12,1,13:35:51.613,AUTOMATIC,,
504,154,12,1,12:50:05.239,MANUAL,,
505,129,12,1,13:29:12.558,AUTOMATIC,,
506,94,12,1,13:37:38.85,AUTOMATIC,,
507,102,12,1,13:29:30.326,AUTOMATIC,,
508,139,12,0,,,,
509,58,12,1,13:29:16.021,AUTOMATIC,,
510,136,12,1,13:29:18.751,AUTOMATIC,,
511,50,12,1,13:27:22.794,AUTOMATIC,,
512,111,12,1,13:28:52.43,AUTOMATIC,,
513,16,12,1,13:27:55.617,AUTOMATIC,,
514,54,12,1,13:29:14.82,AUTOMATIC,,
515,132,12,1,13:27:54.603,AUTOMATIC,,
516,80,12,1,13:27:42.653,AUTOMATIC,,
517,33,12,1,13:27:34.728,AUTOMATIC,,
518,114,12,1,13:27:59.408,AUTOMATIC,,
519,12,12,1,13:27:09.597,AUTOMATIC,,
520,34,12,1,13:28:54.477,AUTOMATIC,,
521,91,12,1,13:27:52.528,AUTOMATIC,,
522,14,12,0,,,,
523,1,12,1,13:27:00.533,AUTOMATIC,,
524,40,12,1,13:28:10.109,AUTOMATIC,,
525,146,12,0,,,,
526,83,12,1,13:27:45.04,AUTOMATIC,,
527,141,12,1,13:29:09.594,AUTOMATIC,,
528,35,12,1,13:28:04.587,AUTOMATIC,,
529,68,12,1,13:27:31.296,AUTOMATIC,,
530,149,12,1,13:33:28.487,AUTOMATIC,,
531,73,12,0,,,,
532,79,12,1,13:31:26.106,AUTOMATIC,,
533,156,12,1,12:49:48.001,MANUAL,,
534,8,12,1,13:27:26.897,AUTOMATIC,,
535,13,12,1,13:27:30.017,AUTOMATIC,,
536,87,12,1,13:27:57.208,AUTOMATIC,,
537,98,12,1,13:27:35.711,AUTOMATIC,,
538,104,12,1,13:27:23.637,AUTOMATIC,,
539,65,12,1,13:28:41.684,AUTOMATIC,,
540,130,12,1,13:28:34.367,AUTOMATIC,,
541,19,12,0,,,,
542,95,12,0,,,,
543,152,13,1,21:24:37.762,MANUAL,,
544,148,13,0,,,,
545,149,13,1,15:14:49.193,AUTOMATIC,,
546,156,13,1,15:15:13.716,MANUAL,,
547,147,13,1,15:14:42.048,AUTOMATIC,,
548,150,13,1,15:15:28.677,MANUAL,,
549,159,13,1,21:25:08.257,MANUAL,,
550,145,13,1,15:14:47.399,AUTOMATIC,,
551,154,13,1,21:24:17.081,MANUAL,,
552,143,13,1,15:14:45.558,AUTOMATIC,,
553,158,13,1,21:25:46.92,MANUAL,,
554,153,13,1,15:14:39.412,AUTOMATIC,,
555,146,13,0,,,,
556,151,13,1,15:14:23.375,AUTOMATIC,,
557,144,13,1,15:14:50.815,AUTOMATIC,,
558,155,13,1,15:14:26.339,AUTOMATIC,,
559,157,13,1,15:14:18.835,AUTOMATIC,,
560,43,11,1,11:46:34.08,AUTOMATIC,,
561,43,12,1,13:28:12.808,AUTOMATIC,,
562,44,12,1,13:29:17.643,AUTOMATIC,,
563,142,12,1,13:29:28.641,AUTOMATIC,,
564,142,13,1,15:14:13.063,AUTOMATIC,,
565,32,14,1,10:08:26.786,MANUAL,,
566,29,14,1,10:08:18.082,MANUAL,,
567,24,14,0,,,,
568,27,14,1,10:08:12.325,MANUAL,,
569,41,14,1,10:08:51.091,MANUAL,,
570,30,14,1,10:08:20.765,MANUAL,,
